0.000000000000000000e+00,5.569096815143348067e+01,8.346995530695613752e+01,9.057781112401505652e+01,6.224366839936926254e+01,7.629127902563463692e+01,8.994061322281062587e+01,6.384086873551980545e+01,1.239660967522585366e+01,4.617393038606825684e+01,3.261512610646448707e+01,7.102986057779679641e+01,8.734121517097451104e+00,6.778490920675631060e+01,9.753267065343990794e+01,3.842180769196899348e+01,9.094213046005997114e+01,1.167806575781814260e+01,5.287843374309109379e+01,2.771208806149105897e+01,2.354977680644986293e+01,4.826587817697066640e+01,7.117598197008868510e+01,5.801494528971178255e+01,4.791211349755666760e+01,2.563948538492784479e+01,3.752431277066060744e+01,6.860227149611142750e+01,1.364792670500155047e+01,5.164510525568748989e+01
5.569096815143348067e+01,0.000000000000000000e+00,3.422354093615126658e+01,4.714579261214475991e+01,4.007774279071060874e+01,2.685524605131764631e+01,3.607354286633643881e+01,9.534431599058370566e+00,5.165464968983150840e+01,9.651227509999349863e+00,7.082965957565818371e+01,5.478735216900040683e+01,4.697633206725371480e+01,3.770437753198876152e+01,5.413946168153510285e+01,7.360379752375516205e+01,4.458888488061589328e+01,6.166245307934282494e+01,8.244090210427890497e+01,6.107177448066634895e+01,4.943184618802277441e+01,3.293762265668834743e+01,5.160262490386595857e+01,3.123168030045795351e+00,1.885062606103908678e+01,3.390815348617026359e+01,6.107413316624382560e+01,3.508135897178557627e+01,6.144851144313413016e+01,6.091129671478305596e+01
8.346995530695613752e+01,3.422354093615126658e+01,0.000000000000000000e+00,6.365154050315350531e+01,3.511747359782738442e+01,4.463667959920289974e+01,3.956958870031229480e+01,3.368612645640339309e+01,8.259689032888945803e+01,4.238717578647096218e+01,1.038633829623883855e+02,4.494481775401461476e+01,7.534364363670349007e+01,2.713872283795220497e+01,2.121284771672914715e+01,8.845347580551472788e+01,1.094438590607025930e+01,9.177460457873020516e+01,9.231773050489309185e+01,9.420807542115537103e+01,8.242310005483435020e+01,6.661884483301540172e+01,4.071290891619503327e+01,3.425698622026725815e+01,5.283372715985149881e+01,5.811592718591204942e+01,9.508985046953419840e+01,2.342574761241617054e+01,9.208419867840002837e+01,6.593096789577307959e+01
9.057781112401505652e+01,4.714579261214475991e+01,6.365154050315350531e+01,0.000000000000000000e+00,8.555841458973461044e+01,2.098660336609555088e+01,2.609978982071864451e+01,3.855089872827283415e+01,8.132551654131283669e+01,5.190498137534038392e+01,8.952805517218666864e+01,9.984893004456118604e+01,8.256247735983417613e+01,8.113802131581606147e+01,8.380903791009400550e+01,1.178164786653114504e+02,7.371488232014120001e+01,9.131058829763055940e+01,1.282069239628037849e+02,8.114848143128193669e+01,7.305412179724369537e+01,4.393163562186739313e+01,9.616750057938935470e+01,4.411848444895008470e+01,4.334770540331190603e+01,7.657049298397842563e+01,7.459439862954326372e+01,7.767221466684128472e+01,8.992431409446982116e+01,1.079790630676641285e+02
6.224366839936926254e+01,4.007774279071060874e+01,3.511747359782738442e+01,8.555841458973461044e+01,0.000000000000000000e+00,6.457422453940139917e+01,6.732433851120497081e+01,4.725077388736291084e+01,6.635847852436867811e+01,4.088499303359477466e+01,9.039884512533802763e+01,1.472333885672786380e+01,5.614445347369525052e+01,8.296974828838269644e+00,3.902841711853677964e+01,5.577397219332137013e+01,3.640362955301469583e+01,7.299134656669451715e+01,5.773500687724298785e+01,8.186147751043790777e+01,7.087753669725364603e+01,6.840039143038954705e+01,1.190930905048071331e+01,4.263612395385127485e+01,5.515658309632952694e+01,3.810859098799892308e+01,8.666383048532561872e+01,1.172009003030490604e+01,7.416815094109411177e+01,3.101667247439509723e+01
7.629127902563463692e+01,2.685524605131764631e+01,4.463667959920289974e+01,2.098660336609555088e+01,6.457422453940139917e+01,0.000000000000000000e+00,1.617839351266222181e+01,1.777764181965578771e+01,6.891648843864848573e+01,3.313893235222839451e+01,8.211257520285927569e+01,7.887074113519086893e+01,6.776085676258303181e+01,6.022294145159451517e+01,6.556710099814492310e+01,9.956381743462088707e+01,5.526231317801290288e+01,7.926089162426546864e+01,1.090595774863598137e+02,7.278019844598867394e+01,6.274608234645761229e+01,3.561512729871205352e+01,7.520989281409480043e+01,2.374616846177936935e+01,2.868285807525504438e+01,5.869487602887201660e+01,6.873221359612715275e+01,5.681035429386929536e+01,7.832824357791415082e+01,8.771531427270704739e+01
8.994061322281062587e+01,3.607354286633643881e+01,3.956958870031229480e+01,2.609978982071864451e+01,6.732433851120497081e+01,1.617839351266222181e+01,0.000000000000000000e+00,2.674669509861006489e+01,8.357775439048683097e+01,4.454291053631956743e+01,9.798500268611455510e+01,8.049765172526522861e+01,8.125369223634459104e+01,6.133509957832835369e+01,5.858958236412397014e+01,1.094780529991113127e+02,4.880157026649938956e+01,9.393418577912538581e+01,1.175500106367084072e+02,8.854523058849201789e+01,7.817618784081055594e+01,5.171667795837617376e+01,7.647736299398771109e+01,3.314681685625316021e+01,4.354521438160216462e+01,6.990028658078084334e+01,8.483410102968139199e+01,5.754676123437616297e+01,9.318274368890673998e+01,9.411858089183196796e+01
6.384086873551980545e+01,9.534431599058370566e+00,3.368612645640339309e+01,3.855089872827283415e+01,4.725077388736291084e+01,1.777764181965578771e+01,2.674669509861006489e+01,0.000000000000000000e+00,5.865156297986819567e+01,1.788578263187365636e+01,7.600404329826940852e+01,6.176107199644523860e+01,5.510912005995909624e+01,4.360529873781362653e+01,5.472224290414687431e+01,8.312715310612510677e+01,4.459448899364074492e+01,6.888694310502050655e+01,9.193431834048998041e+01,6.626436981775256641e+01,5.499038656138892378e+01,3.375568649580287683e+01,5.827024497134024017e+01,6.471464177599789203e+00,2.110320215582889958e+01,4.315981051500919818e+01,6.483007355017930706e+01,4.047255258434628900e+01,6.843078182456943637e+01,7.001270418343725055e+01
1.239660967522585366e+01,5.165464968983150840e+01,8.259689032888945803e+01,8.132551654131283669e+01,6.635847852436867811e+01,6.891648843864848573e+01,8.357775439048683097e+01,5.865156297986819567e+01,0.000000000000000000e+00,4.203011927210109633e+01,2.421712854138602822e+01,7.696076048865778318e+01,1.122775472032925848e+01,7.071597729626965645e+01,9.870292595865548435e+01,5.054558388333467178e+01,9.113003101696054387e+01,1.036061931173435902e+01,6.486626827658399463e+01,1.694561954127123471e+01,1.117567550020785916e+01,3.787484684316729044e+01,7.647403805997518589e+01,5.348447283901542448e+01,4.024587407522415816e+01,2.825071307134246013e+01,2.570334426170743569e+01,7.086081724392114722e+01,9.801913041396041137e+00,6.089620025779507273e+01
4.617393038606825684e+01,9.651227509999349863e+00,4.238717578647096218e+01,5.190498137534038392e+01,4.088499303359477466e+01,3.313893235222839451e+01,4.454291053631956743e+01,1.788578263187365636e+01,4.203011927210109633e+01,0.000000000000000000e+00,6.171637301818815757e+01,5.541797730182134529e+01,3.744456661487330962e+01,4.046159291934633728e+01,6.123314045545480155e+01,6.643965746740292388e+01,5.221309362276912225e+01,5.201342140284361903e+01,7.632614116328657872e+01,5.199415427836374448e+01,4.025904317788265985e+01,2.787470288254350237e+01,5.278197192732780252e+01,1.184393413259919647e+01,1.427232151173532237e+01,2.564575066530982639e+01,5.278702828429275939e+01,3.859934497870871439e+01,5.181791388452221270e+01,5.687003243267640329e+01
