0.000000000000000000e+00,1.232167302231549399e+01,9.748733978359879870e+00,4.189970721713556401e+01,2.060020247204327859e+01,4.575211170878121436e+01,4.992063929765529195e+01,4.787889033541798511e+01,1.039488036311823649e+01,2.366652939259851252e+01,3.939644220788017748e+01,3.810439222623332967e+01,4.336470850457610737e+01,3.889700169085384118e+01,3.428341413702131746e+01,3.838269692781269526e+01,4.405029923884994503e+01,7.551208371867056179e+00,1.973759907974239525e+01,2.897734503918008642e+01
4.169467582136975636e+01,0.000000000000000000e+00,2.599012398150968295e+01,3.860612151035805795e+01,3.640124769697195006e+01,3.266007071339184620e+01,6.286069689564480534e+00,1.323547944327118131e+01,1.235975820663216851e+01,3.658930374294824617e+01,3.070002265064475111e+01,2.245965773752315542e+01,2.871548938717028321e+01,4.897449387925726683e+01,2.479786336592215790e+01,1.291667072352212386e+01,3.379251834090783291e+01,2.422951095314106240e+01,2.491183405840491361e+01,2.713791010138846715e+01
2.074238000967566364e+01,4.106007094420022696e+01,0.000000000000000000e+00,1.681694634885327844e+01,3.444793336769548375e+01,2.210497022956396052e+01,4.321275948616339235e+01,2.013472088747585076e+01,1.020389222333768586e+01,2.746500724857492060e+01,8.035007213029008000e+00,2.197525080031035927e+01,3.528435990264608080e+01,4.159424049111127175e+01,3.560304185878570138e+01,5.219261398642133010e+00,4.720240133206711164e+01,5.851369302178577314e+00,4.256653966686246093e+01,3.345671824333169297e+01
3.850722875439856807e+01,4.743469500599863409e+01,2.931210424722844010e+01,0.000000000000000000e+00,3.300499005161211130e+01,1.539618647401035290e+01,2.232393949741778982e+01,3.876527711628489925e+01,3.835917170232162476e+01,1.677083582758531577e+01,3.089074622885275190e+01,1.003843669622964896e+01,3.761290564587642393e+01,2.122446212360086193e+01,4.242790796006550380e+01,4.744512510055704979e+01,2.834920281707442768e+01,4.859835814825117239e+01,1.427259210013594171e+01,1.096381636564727913e+01
1.565925972047388193e+01,4.315330860987428707e+01,1.782054654397601112e+01,2.352924950935931747e+01,0.000000000000000000e+00,3.264825927973883779e+01,1.604415393834617376e+01,3.026335635674257674e+01,3.478673343581973398e+01,4.238648698224230316e+01,1.881155979373283316e+01,1.354841290224610795e+01,1.156778705826044096e+01,3.735905571421864835e+01,4.163930307841092571e+01,2.295624744671349049e+01,6.963556311530177290e+00,2.558364823487771744e+01,3.973691142406444499e+01,4.645225281157347297e+01
3.348917625555313293e+01,2.569743155956819436e+01,4.521454086674327044e+01,8.357933653791299378e+00,7.117868973373022712e+00,0.000000000000000000e+00,4.051941430010261769e+01,4.087039125733388545e+01,1.746760162804238092e+01,3.735238783007800834e+01,3.015940420544360023e+01,1.120350179686093739e+01,2.664964755557238973e+01,4.538823043806868895e+01,3.710178659602721041e+01,4.879695187242943888e+01,1.265977492085738376e+01,2.318043528291866551e+01,4.303585620930805788e+01,4.606109678706889099e+01
4.404216051993774528e+01,9.037048906582946017e+00,1.975178022468977446e+01,1.317835950581231863e+01,1.294672193625346068e+01,4.767103188724108520e+01,0.000000000000000000e+00,2.821566405762760255e+01,4.855754868516428502e+01,1.690172294598469094e+01,2.577295908120819590e+01,1.252992045353299133e+01,6.683899390277048269e+00,3.729379051111693144e+01,1.933034650539465105e+01,1.038703025561547832e+01,1.813097142811646023e+01,3.040048832503935827e+01,4.487891120262708711e+01,2.542799588667526578e+01
1.689444771101602072e+01,4.399793899515745466e+01,2.144928750315325772e+01,3.980227251076532013e+01,1.629027637605306467e+01,2.062146730007659201e+01,2.020804107552665485e+01,0.000000000000000000e+00,3.944771020301340769e+01,3.104200027596351674e+01,1.758724676647513974e+01,8.764927709610205397e+00,4.181632907750970674e+01,1.709558344231594162e+01,2.211857002735700917e+01,2.589661961895931341e+01,4.455519363267421795e+01,4.273646034179810727e+01,7.908373433868454150e+00,4.570431839746411384e+01
1.033106593626885328e+01,8.306432275296158352e+00,1.974241085845888222e+01,1.231678037987936492e+01,2.967080980569915383e+01,1.287539745336128938e+01,4.335361838452622152e+01,5.599752950971169874e+00,0.000000000000000000e+00,6.731858100649735555e+00,4.911892470195295601e+01,8.727383826896941699e+00,4.677605558631341864e+01,4.448500722081959680e+01,3.526898509371287815e+01,4.934970852880773862e+01,4.113207768887573224e+01,2.578061236725135430e+01,2.840560861663508874e+01,3.833670862624304476e+01
4.260490134246264660e+01,2.135344804471651159e+01,3.333282565588604029e+01,3.314719957425545260e+01,3.035431966879418297e+01,3.102913595683931902e+01,3.775904403547993127e+01,4.633670369760645968e+01,2.935286140567722057e+01,0.000000000000000000e+00,3.562139126689388036e+01,3.190480145080361751e+01,1.881888057647719137e+01,1.300328139863657917e+01,2.380936300021324925e+01,4.736545384462751684e+01,4.568411465360143353e+01,2.412893676644454999e+01,1.462738301037829736e+01,9.745332883764938003e+00
