5.200171502115250632e+01,3.425385447877296485e+01,6.690105399736633274e+01,7.224529129924179394e+00,4.006072407301658700e+01,8.468858996006237305e+01,9.016956321151855036e+01,6.595321820869440899e+01,6.440553930706917640e+01,2.783563672210539153e+01,5.342571114149691880e+01,7.545387182541323057e+01,3.826216112776491229e+01,5.000917220711752975e+01,6.807608588161873797e+01
7.098582437014069058e+01,1.637451958625532811e+01,7.199774752373517117e+01,2.831716139805922694e+01,6.756749089466228497e+01,6.346677687359603937e+01,6.692910753860495277e+01,8.041593390869007862e+01,7.931602553371294562e+01,2.313541828035436509e+01,2.531377219664318545e+01,5.798354033505432170e+01,3.534293940410778845e+01,6.172678105681864480e+01,7.433540839466760985e+01
2.716913173391486680e+01,5.480288833210769894e+01,4.104753516609851260e+01,3.365226660762503741e+01,2.753523102407453749e+01,7.472218115879849165e+01,8.180286774154754426e+01,3.944799873417306202e+01,3.798947097351929614e+01,2.443996684791894936e+01,6.954519332600601444e+01,6.303207817678728730e+01,2.401854298295708645e+01,2.319489536160877563e+01,4.184323129088831905e+01
8.369187708673915438e+01,5.693460698734546632e+00,8.654667309954666621e+01,3.256548644827196881e+01,7.729540684684957341e+01,7.397045086824054749e+01,7.624901157187713352e+01,9.411513323290712663e+01,9.293255106009353028e+01,3.744326566774477527e+01,1.573502155889556242e+01,7.016479867738073040e+01,4.993176221467376052e+01,7.558861942292509184e+01,8.883837567580589223e+01
3.569390364305465368e+01,6.363643960298068691e+01,2.357781539341066335e+01,5.248399366012183265e+01,4.998659338329639468e+01,5.226797183810918312e+01,6.006452471271492044e+01,3.693931794386027434e+01,3.648861980663335203e+01,2.598192462934380842e+01,7.153738956205890531e+01,3.963648492484250596e+01,1.311214476958772934e+01,1.980826376735419103e+01,2.605792465355195020e+01
3.466161698592079432e+01,4.730411791909897801e+01,4.666736252980878419e+01,2.669974461064308713e+01,3.193866296446758568e+01,7.348060142258074734e+01,8.012852311855513676e+01,4.683198235155413158e+01,4.540827555871670285e+01,1.936124909425582175e+01,6.246266991309969541e+01,6.247366982790910583e+01,2.291295084907178392e+01,2.993499021955095074e+01,4.779564096124012451e+01
4.750828547452577766e+01,8.738391671228866642e+01,1.602416441094277388e+01,7.834983120540793777e+01,6.881331539376708406e+01,4.887313760105659810e+01,5.701508025243062860e+01,3.867506057777821837e+01,3.943199130188034474e+01,5.062157317389776523e+01,9.190279277617439391e+01,3.678162049012414059e+01,3.733901126707454665e+01,3.260486100026435707e+01,1.866619061422914072e+01
5.498222667806446395e+01,8.428227162009228834e+01,2.508922894074185095e+01,7.846537359681322243e+01,7.467644298471633135e+01,3.913009515893260470e+01,4.724621448518185218e+01,4.771810469563255452e+01,4.832473227336484456e+01,4.912368310961749529e+01,8.671870338871259776e+01,2.726710528295674862e+01,3.632032457389605185e+01,3.913580838890360525e+01,2.798330386661249491e+01
4.970441170851871249e+01,5.629789511390142565e+01,3.549420696393696062e+01,5.191840082624446495e+01,6.101616547943113744e+01,4.042291550902392316e+01,4.769032979534184591e+01,5.137602350111660598e+01,5.098100999798975153e+01,2.165328295210035847e+01,6.063876851401764156e+01,2.878826710296394253e+01,1.089448290797982821e+01,3.424883471712688987e+01,3.841736027967760947e+01
4.832698427299123267e+01,4.799038420940029681e+01,7.012629932307885383e+01,1.978002248933087870e+01,3.012162145285764225e+01,9.729434772614004601e+01,1.032883776056454650e+02,6.407041538077930909e+01,6.235917201901082763e+01,4.028540058873415575e+01,6.796001495868773645e+01,8.714271707308687098e+01,4.811622746723628552e+01,5.130375014018174085e+01,7.063171554322134682e+01
5.629807902027482669e+01,2.569265683847860515e+01,6.336710991963125394e+01,1.509573149853525464e+01,5.053443965370212254e+01,7.086510615021310855e+01,7.587192196734353900e+01,6.765408117526172305e+01,6.634887286228673986e+01,1.635186180250485677e+01,4.154988064276675885e+01,6.260245632204911459e+01,2.925346611174085254e+01,4.965780114503220233e+01,6.518325643952738346e+01
5.506578894892677312e+01,3.721175986090492671e+01,5.113751228959010575e+01,3.536551797634437122e+01,5.831285144874377835e+01,5.089259136982658305e+01,5.642571488028323046e+01,6.184895908912850615e+01,6.097188329117378913e+01,7.249672182296349021e+00,4.406406440850410178e+01,4.219977409221174014e+01,1.454978838546350417e+01,4.309580677745400124e+01,5.362521510818685755e+01
3.587474778070214398e+01,4.808251173248826404e+01,5.320216069596046538e+01,2.331348225889010450e+01,2.682043228666553603e+01,8.205468268829309864e+01,8.857482468063120962e+01,5.005167750039098706e+01,4.846554284176934857e+01,2.662532842925785914e+01,6.527494621049515899e+01,7.118425581992487139e+01,3.165262262587871334e+01,3.506322781412749379e+01,5.396331125787938987e+01
8.076821186152879761e+01,1.666483336875461019e+00,8.541854993753899805e+01,2.782404504699993808e+01,7.325118513959672839e+01,7.672761960329737008e+01,7.943426716917485919e+01,9.182091762898453169e+01,9.057382678837524281e+01,3.614920691727803614e+01,2.075128785357687988e+01,7.216144752880221347e+01,4.908697037541041652e+01,7.349880925815573107e+01,8.757859047723088963e+01
5.276036293530740551e+01,4.549692348006205833e+01,4.441781648516440839e+01,4.283140675061375902e+01,5.963603050776358572e+01,4.486177551244494310e+01,5.111040838455291890e+01,5.742397726465479479e+01,5.674475258443678882e+01,1.258031660967630039e+01,5.067518961631739671e+01,3.504704441023130812e+01,9.763962510558467756e+00,3.906125919744323483e+01,4.710951751776353547e+01
5.795226458960533478e+01,8.501467592899395243e+01,2.804229787395908247e+01,8.012679307722622468e+01,7.747193706779269462e+01,3.672838209433179202e+01,4.477914240069294038e+01,5.069046687477032975e+01,5.130934109260043385e+01,5.047808779215439756e+01,8.673045933195218993e+01,2.522109509729163435e+01,3.791629213216457117e+01,4.205184579748703300e+01,3.090598244987403476e+01
9.100476681595893069e+01,7.758023852015575983e+01,6.702433468853411114e+01,8.679279410891099644e+01,1.041478279924484838e+02,4.619647187756876328e+00,4.559130394431941902e+00,8.842361156877689154e+01,8.859928591245525809e+01,5.861671428405447415e+01,6.912556120384620328e+01,1.695396407159837793e+01,5.325662996724310716e+01,7.461723657478111704e+01,7.017794816220488485e+01
4.700531279374379778e+01,5.198821700193222028e+01,7.039701943511238369e+01,2.378974689229977102e+01,2.734179486108367385e+01,1.000404069083669896e+02,1.061903206462230287e+02,6.304562681400500423e+01,6.130691073447788852e+01,4.323993454229589872e+01,7.197235588161939290e+01,8.963194491645516848e+01,5.032928190650569888e+01,5.127007285581415630e+01,7.072190746665101813e+01
8.396458896010577178e+01,8.609712517035687540e+01,5.641761754367058046e+01,9.051901991310819540e+01,1.002735560417487761e+02,1.188927303579646377e+01,1.801837708342312183e+01,7.880310288909187477e+01,7.925220216572154186e+01,6.052208151554756910e+01,8.078934561093460331e+01,1.297200531244883237e+01,5.191643397902677748e+01,6.748656780402426136e+01,5.940926096292594849e+01
6.361409277735412537e+00,8.130407296243528492e+01,2.605626901708589926e+01,6.013494898449206971e+01,3.007434756522821928e+01,8.185895593946220572e+01,8.989519126588670872e+01,1.298302244824431639e+01,1.135423025202367597e+01,4.700716958221437380e+01,9.451533121553329408e+01,6.894134424779885251e+01,3.925394097165128926e+01,1.090927602671221308e+01,2.473334013420292266e+01
5.813580988609624711e+01,8.537223457952343608e+01,2.812420004076377111e+01,8.047936675140212515e+01,7.771990632312110847e+01,3.682797507030293360e+01,4.486362653262199984e+01,5.078367275840866313e+01,5.141388171682958586e+01,5.083668736737708826e+01,8.706658129136293667e+01,2.538684333533793236e+01,3.826947413955561217e+01,4.226278864826476678e+01,3.097056340498901150e+01
4.418426152586852140e+01,1.082337044483908528e+02,2.127157831050468317e+01,9.337491664065112218e+01,6.882920683923541105e+01,7.572293538069288843e+01,8.369845108564673808e+01,2.848565104361552969e+01,3.015970208004775444e+01,7.054184813860943848e+01,1.159094900964148422e+02,6.410660007580793263e+01,5.788401121183686371e+01,3.740958776521505058e+01,1.928926313822972460e+01
5.808371583117248349e+01,3.080484823850447285e+01,5.686748084232884537e+01,3.035148507343656377e+01,5.864365803172157143e+01,5.562675694868460141e+01,6.062249576862200229e+01,6.617601691971597688e+01,6.518141227788014191e+01,8.752627922659945270e+00,3.910954248298956060e+01,4.774314225566855185e+01,2.020101089458815480e+01,4.738886233394213576e+01,5.923376534614274647e+01
3.498161193036721528e+01,1.028523837355251800e+02,1.737529907298494436e+01,8.631511937667760037e+01,5.963896321894007713e+01,7.776747648546164271e+01,8.592283893830757791e+01,1.912621664509187625e+01,2.081027705984064013e+01,6.538885799939852461e+01,1.119383538580338637e+02,6.550155599066862067e+01,5.336897456306985532e+01,2.975552149872372354e+01,1.447473295867120235e+01
3.670161676860605127e+01,9.473134558171052788e+01,7.842699221335973192e+00,8.067729687725501719e+01,6.059674492212335650e+01,6.606113253341018776e+01,7.423354321218265284e+01,2.393179697579506993e+01,2.513689843051939832e+01,5.703183255722088774e+01,1.023848329175449408e+02,5.374748970017093086e+01,4.431642652278661387e+01,2.613263977631471491e+01,6.663394624266642197e+00
9.658287667731357828e+01,1.501644327533367296e+01,9.947488511089605367e+01,4.290433616432171959e+01,8.904658745657664554e+01,8.208915882549649723e+01,8.327458495956966544e+01,1.072132847840102698e+02,1.060204314994714849e+02,5.049995084152104852e+01,1.273224657636427004e+01,7.986705404259772934e+01,6.280553734358474571e+01,8.870278146664340113e+01,1.018150194374478730e+02
7.948829340149133316e+01,8.128301827650565770e+01,5.287415933073289409e+01,8.520329292622835737e+01,9.528160755473790289e+01,1.134166955953498146e+01,1.903647530852582292e+01,7.499741764004907907e+01,7.536255386625568065e+01,5.517170693197759590e+01,7.670808253823877010e+01,7.709199573748068524e+00,4.660459168242470440e+01,6.298235388178382266e+01,5.594010018376327764e+01
8.140912733571462923e+01,8.693399253850401465e+01,5.330747051381488433e+01,9.020711956807878096e+01,9.828878411733559517e+01,1.509574732706442468e+01,2.160710857123075002e+01,7.579418978376681082e+01,7.628940598205427648e+01,5.999704528776789658e+01,8.244955040432633098e+01,1.317682872217265277e+01,5.076393092429189124e+01,6.497765925569001411e+01,5.625998039786851024e+01
5.131326588635311481e+01,3.856025798046289310e+01,6.884773919014683941e+01,1.036078800007447143e+01,3.691845202303759521e+01,8.981211087875213650e+01,9.543541815400740802e+01,6.603766816152520391e+01,6.441979703219416820e+01,3.276117682789033125e+01,5.826762414236919341e+01,8.029987198958144745e+01,4.236719337362625737e+01,5.112696618946019100e+01,6.978867507566793904e+01
4.175482948983493969e+01,4.836811002656923364e+01,3.860724767713292493e+01,3.845225052621999140e+01,4.828126846122099636e+01,5.446263881911123406e+01,6.127436525784039389e+01,4.801883345001826342e+01,4.713905878576743902e+01,1.066832194131830924e+01,5.758340337006457332e+01,4.339709801653305732e+01,4.001018804270091600e+00,2.926285865750422488e+01,4.083125378764648161e+01
5.209551111941580359e+01,3.778165784430751017e+01,6.939203624191229380e+01,9.558181068399351332e+00,3.777562271526843318e+01,8.973964285788125039e+01,9.530734319266115051e+01,6.676922848114202225e+01,6.515644868628606901e+01,3.273869769410787711e+01,5.754805788965371960e+01,8.031676451805900285e+01,4.255268809194785717e+01,5.175793272859618099e+01,7.036153964154965479e+01
