6.643376625170310490e+01,2.006373914061027364e+01,4.913677391196806354e+01,7.610661726069697863e+01,1.365062340535245866e+01,5.088734200742086244e+01
1.611128218240683907e+01,9.523005278953183961e+01,3.593548551980109096e+01,3.156785539387466599e+01,6.661528119305170037e+01,6.061364532970951302e+01
3.325425112918583181e+01,5.200665822846331565e+01,1.079715611962989463e+01,3.851975977096635262e+01,2.498403682973718887e+01,2.970083114159564275e+01
5.002196283535742083e+01,5.243296561626534213e+01,4.907785965580074361e+01,7.558382625331250892e+01,2.957491716733440512e+01,6.620821497198569716e+01
3.268875700531958728e+01,5.693579869998931997e+01,4.351253577043640242e+00,3.116893143938063560e+01,3.170672490682938616e+01,2.550800394572547702e+01
2.207787478440917894e+01,1.036832469518223547e+02,5.126137543091580540e+01,5.377626919616902512e+01,7.385855336990086073e+01,7.853852700875087578e+01
7.185477414157786313e+01,5.575415623953861655e+01,4.286014939529506051e+01,4.870480026431607712e+01,5.099864804565675058e+01,1.501244128548238876e+01
2.305868203026933472e+01,1.026314723564243394e+02,5.241042693659455409e+01,5.709715200603417884e+01,7.279341612054346911e+01,8.002845735971342833e+01
1.276697936888735363e+01,7.046998634258187622e+01,1.956068683621383997e+01,3.751719687923151980e+01,4.105683042399521554e+01,4.728169206977164407e+01
8.366912484507737702e+01,4.058124632560860334e+01,5.457019833540147857e+01,6.756177583620899441e+01,4.751302811999250508e+01,2.995356560884866681e+01
4.761157781865251337e+01,5.632076840570661602e+01,1.869548745346422436e+01,3.067622550113324564e+01,3.864759163999793401e+01,9.431282013012200593e+00
6.051727423370210346e+01,6.276383584331509269e+01,3.288788250519516509e+01,3.459032325896013305e+01,5.086477359657104813e+01,1.009466455715278599e+01
1.991920865232144422e+01,9.896245867233533033e+01,4.918221906556920686e+01,5.514985319176164325e+01,6.912437400874226512e+01,7.689632885143041108e+01
5.433196205573074167e+01,4.378594949846229412e+01,4.847159762868193411e+01,7.588422955305617279e+01,2.297955205005651536e+01,6.212380337467261882e+01
6.006367952245630448e+01,4.660626741263330786e+01,3.071159638098258782e+01,4.425132553520118250e+01,3.662253240660451326e+01,7.048162268987033130e+00
5.142448737326090935e+01,3.896813647114225887e+01,4.170687715542560170e+01,6.939872393526385963e+01,1.485919654750032848e+01,5.385352721690226474e+01
3.119378926217297376e+01,5.546643685406564117e+01,2.853363363547919107e+01,5.425512803304747678e+01,2.589139063409086816e+01,5.010408284787664002e+01
4.622865579677778669e+01,4.364284407933220677e+01,3.842228516609424105e+01,6.587125955470536098e+01,1.709426593156993945e+01,5.319752017161270174e+01
